,genre_ids,original_title,release_date,production_budget,domestic_gross,worldwide_gross,domestic_return,worldwide_return,release_year
Operation Chromite,"[36, 18, 10752, 28]",인천상륙작전,2016-08-05,12700000.0,1022720.0,49196532.0,0.08052913385826771,3.8737426771653545,2016
Ouija,[27],Ouija,2014-10-24,5000000.0,50856010.0,103300632.0,10.171202,20.6601264,2014
Ouija: Origin of Evil,"[27, 53]",Ouija: Origin of Evil,2016-10-21,9000000.0,35144505.0,81831866.0,3.904945,9.092429555555556,2016
Ouija: Origin of Evil,"[27, 53]",Ouija: Origin of Evil,2016-10-21,9000000.0,35144505.0,81831866.0,3.904945,9.092429555555556,2016
Our Family Wedding,[35],Our Family Wedding,2010-03-12,14000000.0,20255281.0,21410546.0,1.4468057857142858,1.5293247142857143,2010
Our Idiot Brother,"[35, 18]",Our Idiot Brother,2011-08-26,5000000.0,24814830.0,25861249.0,4.962966,5.1722498,2011
Out of the Blue,[28],Out of the Blue,2007-10-19,4600000.0,728.0,731767.0,0.0001582608695652174,0.15907978260869565,2007
Out of the Dark,"[53, 27]",Out of the Dark,1989-12-31,1600000.0,419428.0,419428.0,0.2621425,0.2621425,1989
Out of the Furnace,"[53, 18, 80]",Out of the Furnace,2013-12-04,22000000.0,11330849.0,15434375.0,0.5150385909090909,0.7015625,2013
Overboard,"[10749, 35]",Overboard,2018-05-04,12000000.0,50316123.0,85369830.0,4.19301025,7.1141525,2018
Oz the Great and Powerful,"[14, 12, 10751]",Oz the Great and Powerful,2013-03-08,200000000.0,234770996.0,490359051.0,1.17385498,2.451795255,2013
Pacific Rim,"[28, 878, 12]",Pacific Rim,2013-07-12,190000000.0,101802906.0,411002906.0,0.5358047684210526,2.1631731894736843,2013
Pacific Rim: Uprising,"[28, 14, 878, 12]",Pacific Rim: Uprising,2018-03-23,155000000.0,59874525.0,290930148.0,0.38628725806451614,1.8769686967741936,2018
Paddington,"[35, 12, 10751]",Paddington,2015-01-16,55000000.0,76223578.0,258789097.0,1.3858832363636364,4.705256309090909,2015
Pain & Gain,"[53, 80, 28, 35]",Pain & Gain,2013-04-26,26000000.0,49875291.0,81275291.0,1.918280423076923,3.125972730769231,2013
Palo Alto,[18],Palo Alto,2014-05-09,1000000.0,767732.0,1156309.0,0.767732,1.156309,2014
Palo Alto,[18],Palo Alto,2014-05-09,1000000.0,767732.0,1156309.0,0.767732,1.156309,2014
Pan,"[12, 10751, 14]",Pan,2015-10-09,150000000.0,35088320.0,151525973.0,0.23392213333333334,1.0101731533333334,2015
Paper Towns,"[18, 9648, 10749]",Paper Towns,2015-07-24,12000000.0,32000304.0,85450484.0,2.666692,7.120873666666666,2015
ParaNorman,"[10751, 16, 12, 35]",ParaNorman,2012-08-17,60000000.0,56003051.0,108119662.0,0.9333841833333333,1.8019943666666667,2012
Paranoia,[],Paranoia,2013-08-16,40000000.0,7388654.0,16340767.0,0.18471635,0.408519175,2013
Paranoia,"[18, 53]",Paranoia,2013-08-16,40000000.0,7388654.0,16340767.0,0.18471635,0.408519175,2013
Paranoia,"[53, 27]",Paranoia,2013-08-16,40000000.0,7388654.0,16340767.0,0.18471635,0.408519175,2013
Paranoia,[],Paranoia,2013-08-16,40000000.0,7388654.0,16340767.0,0.18471635,0.408519175,2013
Paranormal Activity 2,"[27, 53]",Paranormal Activity 2,2010-10-20,3000000.0,84752907.0,177512032.0,28.250969,59.17067733333333,2010
Paranormal Activity 3,[27],Paranormal Activity 3,2011-10-21,5000000.0,104028807.0,207039844.0,20.8057614,41.4079688,2011
Paranormal Activity 4,[27],Paranormal Activity 4,2012-10-19,5000000.0,53900335.0,142817992.0,10.780067,28.5635984,2012
Paranormal Activity: The Ghost Dimension,"[27, 53]",Paranormal Activity: The Ghost Dimension,2015-10-23,10000000.0,18297124.0,77959374.0,1.8297124,7.7959374,2015
Paranormal Activity: The Marked Ones,"[27, 53]",Paranormal Activity: The Marked Ones,2014-01-03,5000000.0,32462372.0,90904854.0,6.4924744,18.1809708,2014
Parental Guidance,[35],Parental Guidance,2012-12-25,25000000.0,77267296.0,120832383.0,3.09069184,4.83329532,2012
Parker,"[28, 80]",Parker,2013-01-25,35000000.0,17616641.0,48543388.0,0.5033326,1.386953942857143,2013
Parkland,"[36, 18, 53, 9648]",Parkland,2013-10-04,10000000.0,641439.0,1616353.0,0.0641439,0.1616353,2013
Passengers,"[18, 10749, 878]",Passengers,2016-12-21,110000000.0,100014699.0,302239672.0,0.9092245363636363,2.747633381818182,2016
Passengers,"[18, 10749, 878]",Passengers,2016-12-21,110000000.0,100014699.0,302239672.0,0.9092245363636363,2.747633381818182,2016
Paterson,"[35, 18, 10749]",Paterson,2016-12-28,5000000.0,2141423.0,10727536.0,0.4282846,2.1455072,2016
Paterson,"[35, 18, 10749]",Paterson,2016-12-28,5000000.0,2141423.0,10727536.0,0.4282846,2.1455072,2016
Patriots Day,"[28, 18, 53, 80, 36]",Patriots Day,2016-12-21,40000000.0,31886361.0,52837989.0,0.797159025,1.320949725,2016
Patriots Day,"[28, 18, 53, 80, 36]",Patriots Day,2016-12-21,40000000.0,31886361.0,52837989.0,0.797159025,1.320949725,2016
Patti Cake$,[18],Patti Cake$,2017-08-18,1000000.0,800148.0,1471090.0,0.800148,1.47109,2017
Paul,"[12, 35, 878]",Paul,2011-03-18,40000000.0,37412945.0,101162106.0,0.935323625,2.52905265,2011
Paul Blart: Mall Cop 2,"[28, 35, 10751]",Paul Blart: Mall Cop 2,2015-04-17,38000000.0,71091594.0,107650646.0,1.8708314210526316,2.8329117368421053,2015
"Paul, Apostle of Christ",[36],"Paul, Apostle of Christ",2018-03-23,5000000.0,17547999.0,25529498.0,3.5095998,5.1058996,2018
Payback,[99],Payback,1999-02-05,50000000.0,81526121.0,161626121.0,1.63052242,3.23252242,1999
Peeples,[35],Peeples,2013-05-10,11000000.0,9177065.0,9307166.0,0.8342786363636364,0.846106,2013
Penguins of Madagascar,"[10751, 16, 12, 35]",Penguins of Madagascar,2014-11-26,132000000.0,83350911.0,366942531.0,0.6314462954545454,2.7798676590909093,2014
People Like Us,[18],People Like Us,2012-06-29,16000000.0,12431792.0,12617472.0,0.776987,0.788592,2012
Peppermint,"[53, 28, 18]",Peppermint,2018-09-07,25000000.0,35418723.0,51800758.0,1.41674892,2.07203032,2018
Percy Jackson & the Olympians: The Lightning Thief,"[12, 14, 10751]",Percy Jackson & the Olympians: The Lightning Thief,2010-02-12,95000000.0,88768303.0,223050874.0,0.9344031894736842,2.3479039368421053,2010
Percy Jackson: Sea of Monsters,"[12, 10751, 14]",Percy Jackson: Sea of Monsters,2013-08-07,90000000.0,68559554.0,200859554.0,0.7617728222222222,2.231772822222222,2013
Perfect Cowboy,[18],Perfect Cowboy,2015-11-10,200000.0,0.0,0.0,0.0,0.0,2015
Peter Rabbit,"[16, 12, 10751]",Peter Rabbit,2018-02-09,50000000.0,115234093.0,347136477.0,2.30468186,6.94272954,2018
Phantom,[53],Phantom,2013-03-01,18000000.0,1034589.0,1199510.0,0.05747716666666667,0.06663944444444445,2013
Philomena,[18],Philomena,2013-11-22,12000000.0,37709979.0,98963392.0,3.14249825,8.246949333333333,2013
"Pink Ribbons, Inc.",[99],"Pink Ribbons, Inc.",2012-06-01,1200000.0,26608.0,26608.0,0.022173333333333333,0.022173333333333333,2012
Piranha 3D,"[35, 27]",Piranha 3D,2010-08-20,24000000.0,25003155.0,83660160.0,1.041798125,3.48584,2010
Pirates of the Caribbean: Dead Men Tell No Tales,"[12, 28, 14, 35]",Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-26,230000000.0,172558876.0,788241137.0,0.7502559826086956,3.4271353782608696,2017
Pirates of the Caribbean: On Stranger Tides,"[12, 28, 14]",Pirates of the Caribbean: On Stranger Tides,2011-05-20,410600000.0,241063875.0,1045663875.0,0.5871014978080857,2.546672856794934,2011
Pitch Perfect,"[35, 10402, 10749]",Pitch Perfect,2012-09-28,17000000.0,65001093.0,116044347.0,3.823593705882353,6.826138058823529,2012
Pitch Perfect 2,"[35, 10402]",Pitch Perfect 2,2015-05-15,29000000.0,184296230.0,287625468.0,6.355042413793104,9.918119586206897,2015
Pitch Perfect 3,"[35, 10402]",Pitch Perfect 3,2017-12-22,45000000.0,104897530.0,185736412.0,2.331056222222222,4.127475822222222,2017
Pitch Perfect 3,"[35, 10402]",Pitch Perfect 3,2017-12-22,45000000.0,104897530.0,185736412.0,2.331056222222222,4.127475822222222,2017
Pixels,[878],Pixels,2015-07-24,90000000.0,78765986.0,244041804.0,0.8751776222222222,2.7115756,2015
Pixels,"[28, 35, 878]",Pixels,2015-07-24,90000000.0,78765986.0,244041804.0,0.8751776222222222,2.7115756,2015
Plastic,[],Plastic,2014-09-26,10000000.0,0.0,575371.0,0.0,0.0575371,2014
Plastic,"[18, 28, 35, 80]",Plastic,2014-09-26,10000000.0,0.0,575371.0,0.0,0.0575371,2014
Playing for Keeps,"[35, 10749]",Playing for Keeps,1986-10-03,35000000.0,2000000.0,2000000.0,0.05714285714285714,0.05714285714285714,1986
Please Give,"[35, 18]",Please Give,2010-04-30,3000000.0,4033574.0,4570178.0,1.3445246666666666,1.5233926666666666,2010
Plush,[],Plush,2013-09-13,2000000.0,3080.0,28864.0,0.00154,0.014432,2013
Plush,[53],Plush,2013-09-13,2000000.0,3080.0,28864.0,0.00154,0.014432,2013
Point Blank,"[28, 53, 80]",À bout portant,1967-09-18,3000000.0,0.0,0.0,0.0,0.0,1967
Point Break,"[28, 80, 53]",Point Break,2015-12-25,100000000.0,28782481.0,126704591.0,0.28782481,1.26704591,2015
Point Break,"[28, 80, 53]",Point Break,1991-07-12,24000000.0,43218387.0,83531958.0,1.800766125,3.48049825,1991
Polisse,[18],Polisse,2012-05-18,8900000.0,176988.0,22744132.0,0.019886292134831462,2.5555204494382022,2012
Poltergeist,"[27, 53]",Poltergeist,2015-05-22,35000000.0,47425125.0,95713069.0,1.3550035714285715,2.7346591142857144,2015
Poltergeist,"[27, 53]",Poltergeist,1982-06-04,10700000.0,74706019.0,121706019.0,6.981870934579439,11.37439429906542,1982
Pompeii,"[28, 12, 36, 10749, 18]",Pompeii,2014-02-21,80000000.0,23169033.0,108469033.0,0.2896129125,1.3558629125,2014
Popeye,"[16, 12]",Popeye,1980-12-12,20000000.0,49823037.0,49823037.0,2.49115185,2.49115185,1980
Popstar: Never Stop Never Stopping,"[35, 10402]",Popstar: Never Stop Never Stopping,2016-06-03,20000000.0,9496130.0,9537120.0,0.4748065,0.476856,2016
Pound of Flesh,[28],Pound of Flesh,2015-05-15,7500000.0,0.0,0.0,0.0,0.0,2015
Power Rangers,"[28, 12, 878]",Power Rangers,2017-03-24,120000000.0,85364450.0,142531552.0,0.7113704166666667,1.1877629333333333,2017
Predators,"[28, 878, 12, 53]",Predators,2010-07-09,40000000.0,52000688.0,127234389.0,1.3000172,3.180859725,2010
Premium Rush,"[80, 28, 53]",Premium Rush,2012-08-24,35000000.0,20275446.0,31393201.0,0.5792984571428571,0.8969486,2012
Premonition,[],Premonition,2007-03-16,20000000.0,47852604.0,81461343.0,2.3926302,4.07306715,2007
Pride and Prejudice and Zombies,"[10749, 27, 35, 53]",Pride and Prejudice and Zombies,2016-02-05,28000000.0,10907291.0,16638300.0,0.38954610714285715,0.594225,2016
Priest,"[14, 27]",Priest,2011-05-13,60000000.0,29136626.0,84154026.0,0.4856104333333333,1.4025671,2011
Prisoners,"[18, 53, 80]",Prisoners,2013-09-20,46000000.0,61002302.0,113402302.0,1.326137,2.465267434782609,2013
Project Almanac,"[878, 53]",Project Almanac,2015-01-30,12000000.0,22348241.0,32909437.0,1.8623534166666667,2.7424530833333334,2015
Project X,"[35, 80]",Project X,2012-03-02,12000000.0,54731865.0,103028188.0,4.56098875,8.585682333333333,2012
Project X,[99],Project X,2012-03-02,12000000.0,54731865.0,103028188.0,4.56098875,8.585682333333333,2012
Prom,"[35, 10749]",Prom,2011-04-29,8000000.0,10130219.0,10763183.0,1.266277375,1.345397875,2011
Prometheus,"[878, 12, 9648]",Prometheus,2012-06-08,125000000.0,126477084.0,402448265.0,1.011816672,3.21958612,2012
Promised Land,[18],Promised Land,2013-01-04,15000000.0,7597898.0,12394562.0,0.5065265333333333,0.8263041333333333,2013
Proud Mary,"[53, 28, 80]",Proud Mary,2018-01-12,30000000.0,20868638.0,21709539.0,0.6956212666666667,0.7236513,2018
Pump,[99],Pump!,2014-09-19,2000000.0,72277.0,72277.0,0.0361385,0.0361385,2014
Puss in Boots,"[28, 12, 16, 10751, 14, 35]",Puss in Boots,2011-10-28,130000000.0,149260504.0,554987477.0,1.148157723076923,4.269134438461538,2011
Quartet,"[18, 35, 10749]",Quartet,2013-01-11,11000000.0,18388357.0,56178935.0,1.6716688181818182,5.107175909090909,2013
Queen Crab,"[878, 27]",Queen Crab,2015-09-29,75000.0,0.0,0.0,0.0,0.0,2015
Queen of Katwe,[18],Queen of Katwe,2016-09-23,15000000.0,8874389.0,10055481.0,0.5916259333333334,0.6703654,2016
Queen of the Desert,"[18, 36]",Queen of the Desert,2017-04-14,36000000.0,0.0,1578543.0,0.0,0.04384841666666667,2017
R.I.P.D.,"[14, 28, 35, 80]",R.I.P.D.,2013-07-19,130000000.0,33618855.0,79076678.0,0.2586065769230769,0.6082821384615384,2013
R.L. Stine's Monsterville: The Cabinet of Souls,"[35, 27]",R.L. Stine's Monsterville: The Cabinet of Souls,2015-09-29,4400000.0,0.0,0.0,0.0,0.0,2015
RED 2,"[28, 35, 80, 53]",RED 2,2013-07-19,84000000.0,53262560.0,141507355.0,0.6340780952380952,1.684611369047619,2013
Rabbit Hole,[18],Rabbit Hole,2010-12-17,5000000.0,2229058.0,6205034.0,0.4458116,1.2410068,2010
Race,"[28, 18]",Race,2016-02-19,5000000.0,19115191.0,23745772.0,3.8230382,4.7491544,2016
Ramona and Beezus,"[35, 10751]",Ramona and Beezus,2010-07-23,15000000.0,26167002.0,27469621.0,1.7444668,1.8313080666666666,2010
Rampage,"[28, 12, 878, 14]",Rampage,2018-04-13,120000000.0,101028233.0,428056280.0,0.8419019416666667,3.5671356666666667,2018
Rango,"[16, 35, 10751, 37, 12]",Rango,2011-03-04,135000000.0,123477607.0,245724600.0,0.9146489407407408,1.8201822222222221,2011
Ravenous,"[27, 18]",Les affamés,1999-03-19,12000000.0,2062406.0,2062406.0,0.17186716666666665,0.17186716666666665,1999
Ravenous,"[27, 18]",Les affamés,1999-03-19,12000000.0,2062406.0,2062406.0,0.17186716666666665,0.17186716666666665,1999
Raymond Did It,[27],Raymond Did It,2011-02-11,40000.0,3632.0,3632.0,0.0908,0.0908,2011
Re-Kill,"[27, 878]",Re-Kill,2013-12-31,9500000.0,0.0,0.0,0.0,0.0,2013
Reach Me,[18],Reach Me,2014-11-21,5000000.0,0.0,0.0,0.0,0.0,2014
Ready Player One,"[12, 878]",Ready Player One,2018-03-29,150000000.0,137690172.0,579290136.0,0.91793448,3.86193424,2018
Reagan,[99],Reagan,2019-12-31,25000000.0,0.0,0.0,0.0,0.0,2019
Real Steel,"[28, 878, 18]",Real Steel,2011-10-07,110000000.0,85463309.0,263880341.0,0.7769391727272728,2.398912190909091,2011
Rebound,"[53, 27]",Rebound,2005-07-01,45000000.0,16809014.0,17492014.0,0.3735336444444444,0.3887114222222222,2005
Red,[],Red,2010-10-15,60000000.0,90380162.0,196439693.0,1.5063360333333333,3.273994883333333,2010
Red Dawn,"[10752, 28, 53, 878]",Red Dawn,2012-11-21,65000000.0,44806783.0,48164150.0,0.6893351230769231,0.740986923076923,2012
Red Eye,[27],Red Eye,2005-08-19,26000000.0,57891803.0,96666486.0,2.2266078076923077,3.717941769230769,2005
Red Lights,[53],Red Lights,2012-07-13,17700000.0,49521.0,14518884.0,0.0027977966101694917,0.8202759322033898,2012
Red Riding Hood,"[14, 53, 27]",Red Riding Hood,2011-03-11,42000000.0,37662162.0,91678442.0,0.8967181428571429,2.182820047619048,2011
Red River,"[28, 27, 878, 37]",Red River,1948-08-26,3000000.0,9012000.0,9012000.0,3.004,3.004,1948
Red Sky,"[28, 53]",Red Sky,2015-03-10,25000000.0,0.0,91116.0,0.0,0.00364464,2015
Red Sparrow,"[9648, 53]",Red Sparrow,2018-03-02,69000000.0,46874505.0,145951861.0,0.679340652173913,2.1152443623188404,2018
Red State,"[27, 28, 53]",Red State,2011-09-23,4000000.0,1065429.0,1983596.0,0.26635725,0.495899,2011
Red Tails,"[18, 28, 12, 36, 10752]",Red Tails,2012-01-20,58000000.0,49876377.0,50365498.0,0.8599375344827587,0.8683706551724137,2012
Redemption,"[12, 18, 10749, 37]",Redemption,2013-06-28,23000000.0,36686.0,13593473.0,0.0015950434782608695,0.5910205652173913,2013
Redemption,[99],Redemption,2013-06-28,23000000.0,36686.0,13593473.0,0.0015950434782608695,0.5910205652173913,2013
Redemption,[36],Redemption,2013-06-28,23000000.0,36686.0,13593473.0,0.0015950434782608695,0.5910205652173913,2013
Redemption Road,[18],Redemption Road,2011-08-26,2300000.0,29384.0,29384.0,0.012775652173913044,0.012775652173913044,2011
Regression,"[27, 9648, 53, 80]",Regression,2015-10-30,20000000.0,55039.0,15824374.0,0.00275195,0.7912187,2015
Reign of Assassins,"[36, 28]",剑雨,2016-11-01,14000000.0,0.0,11354230.0,0.0,0.8110164285714285,2016
Remember Me,"[18, 10749]",Remember Me,2010-03-12,16000000.0,19068240.0,56506120.0,1.191765,3.5316325,2010
Renegades,"[53, 28]",Renegades,2019-01-22,77500000.0,0.0,1521672.0,0.0,0.01963447741935484,2019
Repo Men,"[28, 878, 53, 80]",Repo Men,2010-03-19,32000000.0,13942007.0,18195238.0,0.43568771875,0.5686011875,2010
Resident Evil: Afterlife,"[28, 12, 27, 878]",Resident Evil: Afterlife,2010-09-10,57500000.0,60128566.0,295874190.0,1.0457141913043477,5.145638086956522,2010
Resident Evil: Retribution,"[28, 27, 878]",Resident Evil: Retribution,2012-09-14,65000000.0,42345531.0,240647629.0,0.6514697076923077,3.7022712153846156,2012
Resident Evil: The Final Chapter,"[28, 27, 878]",Resident Evil: The Final Chapter,2017-01-27,40000000.0,26844692.0,314101190.0,0.6711173,7.85252975,2017
Restless,"[18, 10749]",Restless,2011-09-16,8000000.0,163753.0,2772511.0,0.020469125,0.346563875,2011
Restoration,[27],Restoration,1995-12-29,18000000.0,4100000.0,4100000.0,0.22777777777777777,0.22777777777777777,1995
Ricki and the Flash,"[35, 18, 10402]",Ricki and the Flash,2015-08-07,18000000.0,26839498.0,41166033.0,1.4910832222222221,2.2870018333333335,2015
Riddick,"[878, 28, 53]",Riddick,2013-09-06,38000000.0,42025135.0,94763758.0,1.105924605263158,2.493783105263158,2013
Ride Along,"[28, 35]",Ride Along,2014-01-17,25000000.0,134202565.0,153733800.0,5.3681026,6.149352,2014
Ride Along 2,"[28, 35]",Ride Along 2,2016-01-15,40000000.0,90862685.0,124827316.0,2.271567125,3.1206829,2016
Rings,[27],Rings,2017-02-03,25000000.0,27793018.0,82917283.0,1.11172072,3.31669132,2017
Rio,"[16, 12, 35, 10751]",Rio,2011-04-15,90000000.0,143619809.0,487519809.0,1.5957756555555556,5.416886766666667,2011
Rio 2,"[12, 35, 10751, 16]",Rio 2,2014-04-11,130000000.0,131538435.0,492846291.0,1.0118341153846153,3.7911253153846154,2014
Rise of the Guardians,"[16, 10751, 14]",Rise of the Guardians,2012-11-21,145000000.0,103412758.0,306900902.0,0.7131914344827586,2.116557944827586,2012
Rise of the Planet of the Apes,"[53, 28, 18, 878]",Rise of the Planet of the Apes,2011-08-05,93000000.0,176760185.0,470986200.0,1.9006471505376343,5.064367741935484,2011
Risen,"[18, 36]",Risen,2016-02-19,20000000.0,36880033.0,46255763.0,1.84400165,2.31278815,2016
Road Hard,[35],Road Hard,2015-03-06,1500000.0,113169.0,113169.0,0.075446,0.075446,2015
Roadside,"[27, 18]",Roadside,2015-04-14,500000.0,0.0,0.0,0.0,0.0,2015
Roar,"[53, 28, 12]",Roar: Tigers of the Sundarbans,1981-01-01,17000000.0,2110050.0,2110050.0,0.12412058823529412,0.12412058823529412,1981
Robin Hood,"[28, 12, 18]",Robin Hood,2010-05-14,210000000.0,105487148.0,322459006.0,0.5023197523809524,1.5355190761904762,2010
Robin Hood,"[28, 12, 18]",Robin Hood,2018-11-21,99000000.0,30824628.0,84747441.0,0.3113598787878788,0.8560347575757575,2018
Robin Hood,"[12, 16, 10751]",Storybook Classics - Robin Hood,2010-05-14,210000000.0,105487148.0,322459006.0,0.5023197523809524,1.5355190761904762,2010
Robin Hood,"[12, 16, 10751]",Storybook Classics - Robin Hood,2018-11-21,99000000.0,30824628.0,84747441.0,0.3113598787878788,0.8560347575757575,2018
Robin Hood,"[12, 28, 53]",Robin Hood,2010-05-14,210000000.0,105487148.0,322459006.0,0.5023197523809524,1.5355190761904762,2010
Robin Hood,"[12, 28, 53]",Robin Hood,2018-11-21,99000000.0,30824628.0,84747441.0,0.3113598787878788,0.8560347575757575,2018
RoboCop,"[28, 878]",RoboCop,2014-02-12,120000000.0,58607007.0,242981799.0,0.488391725,2.024848325,2014
RoboCop,"[28, 878]",RoboCop,1987-07-17,13000000.0,53424681.0,53424681.0,4.109590846153846,4.109590846153846,1987
Robot & Frank,"[878, 35, 18, 80]",Robot & Frank,2012-08-17,2500000.0,3317468.0,4934356.0,1.3269872,1.9737424,2012
Rock Dog,"[12, 16, 35, 10751, 10402]",Rock Dog,2017-02-24,60000000.0,9420546.0,24148488.0,0.1570091,0.4024748,2017
Rock of Ages,"[35, 18, 10402, 10749]",Rock of Ages,2012-06-15,70000000.0,38518613.0,61031932.0,0.5502659,0.8718847428571429,2012
Rock the House,"[10751, 35, 18]",Rock the House,2011-12-31,250000.0,0.0,0.0,0.0,0.0,2011
Rock the Kasbah,"[35, 10402, 10752]",Rock the Kasbah,2015-10-23,15000000.0,3020665.0,3386153.0,0.20137766666666668,0.22574353333333333,2015
Rock the Kasbah,"[35, 10402, 10752]",Rock the Kasbah,2015-10-23,15000000.0,3020665.0,3386153.0,0.20137766666666668,0.22574353333333333,2015
Rockaway,"[12, 18]",Rockaway,2007-07-07,2000000.0,0.0,0.0,0.0,0.0,2007
Rodeo Girl,[10751],Rodeo Girl,2015-12-31,500000.0,0.0,0.0,0.0,0.0,2015
Rogue One: A Star Wars Story,"[28, 12, 878]",Rogue One: A Star Wars Story,2016-12-16,200000000.0,532177324.0,1049102856.0,2.66088662,5.24551428,2016
Rogue One: A Star Wars Story,"[28, 12, 878]",Rogue One: A Star Wars Story,2016-12-16,200000000.0,532177324.0,1049102856.0,2.66088662,5.24551428,2016
"Roman J. Israel, Esq.",[18],"Roman J. Israel, Esq.",2017-11-17,22000000.0,11962712.0,12967012.0,0.5437596363636363,0.5894096363636364,2017
