,genre_ids,original_title,release_date,production_budget,domestic_gross,worldwide_gross,domestic_return,worldwide_return,release_year
Letters to God,"[18, 10751]",Letters to God,2010-04-09,3000000.0,2848587.0,3237452.0,0.949529,1.0791506666666666,2010
Letters to Juliet,"[35, 18, 10749]",Letters to Juliet,2010-05-14,30000000.0,53032453.0,82148538.0,1.7677484333333333,2.7382846,2010
Lies in Plain Sight,"[18, 9648, 53]",Lies in Plain Sight,2010-12-31,2100000.0,0.0,0.0,0.0,0.0,2010
Life,[18],Life,1999-04-16,75000000.0,64062587.0,73521587.0,0.8541678266666667,0.9802878266666667,1999
Life,[18],Life,2017-03-24,58000000.0,30234022.0,100929666.0,0.5212762413793104,1.7401666551724138,2017
Life,"[27, 878, 53]",Life,1999-04-16,75000000.0,64062587.0,73521587.0,0.8541678266666667,0.9802878266666667,1999
Life,"[27, 878, 53]",Life,2017-03-24,58000000.0,30234022.0,100929666.0,0.5212762413793104,1.7401666551724138,2017
Life of Pi,"[12, 18, 28]",Life of Pi,2012-11-21,120000000.0,124987022.0,620912003.0,1.0415585166666668,5.174266691666666,2012
Life of the Party,[35],Life of the Party,2018-05-11,30000000.0,53059911.0,65759911.0,1.7686637,2.191997033333333,2018
Lights Out,"[53, 9648, 27]",Lights Out,2016-07-22,5000000.0,67268835.0,148806510.0,13.453767,29.761302,2016
Like Crazy,"[18, 10749]",Like Crazy,2011-10-28,250000.0,3395391.0,3728400.0,13.581564,14.9136,2011
Limbo,[35],Limbo,1999-06-04,8300000.0,2160710.0,2598224.0,0.2603265060240964,0.3130390361445783,1999
Limitless,"[53, 9648, 878]",Limitless,2011-03-18,27000000.0,79249455.0,155564919.0,2.935165,5.761663666666666,2011
Lincoln,"[36, 18]",Lincoln,2012-11-09,65000000.0,182207973.0,273346281.0,2.8031995846153848,4.2053274,2012
Lion,[18],Lion,2016-11-25,12000000.0,51739495.0,149570720.0,4.311624583333334,12.464226666666667,2016
Lion,[18],Lion,2016-11-25,12000000.0,51739495.0,149570720.0,4.311624583333334,12.464226666666667,2016
Little Boy,"[35, 18, 10752]",Little Boy,2015-04-24,20000000.0,6485961.0,17769299.0,0.32429805,0.88846495,2015
Little Fockers,"[35, 10749]",Little Fockers,2010-12-22,100000000.0,148438600.0,310650574.0,1.484386,3.10650574,2010
Little Women,[18],Little Women,1994-12-21,15000000.0,50003303.0,50003303.0,3.3335535333333333,3.3335535333333333,1994
Live by Night,"[80, 18, 53]",Live by Night,2016-12-25,65000000.0,10378555.0,21774432.0,0.15967007692307691,0.33499126153846154,2016
Live by Night,"[80, 18, 53]",Live by Night,2016-12-25,65000000.0,10378555.0,21774432.0,0.15967007692307691,0.33499126153846154,2016
Locke,"[18, 53]",Locke,2014-04-25,2000000.0,1370646.0,2088390.0,0.685323,1.044195,2014
Locker 13,"[27, 18, 53]",Locker 13,2014-03-28,300000.0,3496.0,3496.0,0.011653333333333333,0.011653333333333333,2014
Lockout,"[28, 53, 878]",Lockout,2012-04-13,20000000.0,14326865.0,33943049.0,0.71634325,1.69715245,2012
Logan,"[35, 18, 10751]",Logan,2017-03-03,127000000.0,226277068.0,615461394.0,1.7817091968503938,4.846152708661418,2017
Logan,"[28, 18, 878]",Logan,2017-03-03,127000000.0,226277068.0,615461394.0,1.7817091968503938,4.846152708661418,2017
Logan Lucky,"[28, 35, 80, 18]",Logan Lucky,2017-08-18,29000000.0,27778642.0,44264271.0,0.9578842068965517,1.526354172413793,2017
London Fields,"[80, 9648, 53, 18]",London Fields,2018-10-26,8000000.0,252676.0,433732.0,0.0315845,0.0542165,2018
London Has Fallen,"[28, 53]",London Has Fallen,2016-03-04,60000000.0,62524260.0,195194085.0,1.042071,3.25323475,2016
Lone Survivor,"[28, 18, 10752]",Lone Survivor,2013-12-25,40000000.0,125095601.0,149804632.0,3.127390025,3.7451158,2013
Long Shot,[99],Long Shot,2019-05-03,40000000.0,30202860.0,43711031.0,0.7550715,1.092775775,2019
Looper,"[28, 53, 878]",Looper,2012-09-28,30000000.0,66486205.0,170466405.0,2.216206833333333,5.6822135,2012
Lost River,"[14, 53, 18]",Lost River,2015-04-07,2000000.0,45431.0,2009644.0,0.0227155,1.004822,2015
Lottery Ticket,[35],Lottery Ticket,2010-08-20,17000000.0,24719879.0,24719879.0,1.4541105294117647,1.4541105294117647,2010
Love Ranch,[18],Love Ranch,2010-06-30,25000000.0,137885.0,146149.0,0.0055154,0.00584596,2010
Love in the Time of Monsters,"[27, 35]",Love in the Time of Monsters,2015-02-10,500000.0,0.0,0.0,0.0,0.0,2015
Love the Coopers,"[35, 10751, 18]",Love the Coopers,2015-11-13,18000000.0,26302731.0,42227490.0,1.4612628333333333,2.345971666666667,2015
"Love, Simon","[35, 18, 10749]","Love, Simon",2018-03-16,10000000.0,40826341.0,65520633.0,4.0826341,6.5520633,2018
Lovesick,"[10749, 35]",Lovesick,1983-02-18,10100000.0,10143618.0,10143618.0,1.0043186138613862,1.0043186138613862,1983
Loving,"[10749, 18]",Loving,2016-11-04,9000000.0,7710234.0,12898064.0,0.8566926666666667,1.4331182222222223,2016
Loving,"[10749, 18]",Loving,2016-11-04,9000000.0,7710234.0,12898064.0,0.8566926666666667,1.4331182222222223,2016
Lowriders,[18],Lowriders,2017-05-12,916000.0,6179955.0,6188421.0,6.7466757641921395,6.755918122270742,2017
Lowriders,[],Lowriders,2017-05-12,916000.0,6179955.0,6188421.0,6.7466757641921395,6.755918122270742,2017
Lowriders,[18],Lowriders,2017-05-12,916000.0,6179955.0,6188421.0,6.7466757641921395,6.755918122270742,2017
Lucky Dog,[],Lucky Dog,2014-12-31,2000000.0,0.0,0.0,0.0,0.0,2014
Lucy,"[28, 878]",Lucy,2014-07-25,40000000.0,126573960.0,457507776.0,3.164349,11.4376944,2014
MacGruber,"[28, 12, 35]",MacGruber,2010-05-21,10000000.0,8525600.0,8629895.0,0.85256,0.8629895,2010
Machete,"[28, 35, 53]",Machete,2010-09-03,12500000.0,26593646.0,46370970.0,2.12749168,3.7096776,2010
Machete Kills,"[28, 80, 53]",Machete Kills,2013-10-11,20000000.0,8008161.0,18273009.0,0.40040805,0.91365045,2013
Machine Gun Preacher,"[28, 53, 80]",Machine Gun Preacher,2011-09-23,30000000.0,538690.0,3721988.0,0.017956333333333335,0.12406626666666666,2011
Mad Max: Fury Road,"[28, 12, 878]",Mad Max: Fury Road,2015-05-15,150000000.0,153636354.0,370098020.0,1.02424236,2.467320133333333,2015
Madagascar 3: Europe's Most Wanted,"[16, 10751, 35]",Madagascar 3: Europe's Most Wanted,2012-06-08,145000000.0,216391482.0,746921271.0,1.492355048275862,5.151181179310345,2012
Made in Dagenham,"[35, 18, 36]",Made in Dagenham,2010-11-19,8000000.0,1095369.0,15644196.0,0.136921125,1.9555245,2010
Madea's Big Happy Family,"[35, 18]",Madea's Big Happy Family,2011-04-22,25000000.0,53345287.0,54160818.0,2.13381148,2.16643272,2011
Maggie,"[27, 18, 9648]",Maggie,2015-05-08,4500000.0,187112.0,1027760.0,0.04158044444444445,0.2283911111111111,2015
Magic Mike,"[18, 35]",Magic Mike,2012-06-29,7000000.0,113721571.0,170549753.0,16.245938714285714,24.364250428571427,2012
Magic Mike XXL,"[35, 18]",Magic Mike XXL,2015-07-01,14500000.0,66013057.0,123660597.0,4.552624620689655,8.52831703448276,2015
Maleficent,"[14, 12, 28, 10751, 10749]",Maleficent,2014-05-30,180000000.0,241407328.0,758536735.0,1.3411518222222223,4.214092972222222,2014
Mama,[27],Mama,2013-01-18,15000000.0,71628180.0,148095566.0,4.775212,9.873037733333334,2013
Man of Steel,"[28, 12, 14, 878]",Man of Steel,2013-06-14,225000000.0,291045518.0,667999518.0,1.2935356355555556,2.9688867466666666,2013
Man on Fire,[],Man on Fire,2004-04-23,60000000.0,77906816.0,130968579.0,1.2984469333333333,2.18280965,2004
Man on a Ledge,"[28, 53, 80]",Man on a Ledge,2012-01-27,42000000.0,18620000.0,49621440.0,0.44333333333333336,1.1814628571428571,2012
Manchester by the Sea,[18],Manchester by the Sea,2016-11-18,8500000.0,47695371.0,77733867.0,5.611220117647059,9.145160823529412,2016
Manchester by the Sea,[18],Manchester by the Sea,2016-11-18,8500000.0,47695371.0,77733867.0,5.611220117647059,9.145160823529412,2016
Mandela: Long Walk to Freedom,"[18, 36]",Mandela: Long Walk to Freedom,2013-11-29,35000000.0,8323085.0,29890402.0,0.23780242857142858,0.8540114857142858,2013
Mandy,[18],Mandy,2018-09-14,6000000.0,1214525.0,1427656.0,0.20242083333333333,0.23794266666666666,2018
Mandy,"[28, 53, 27, 14, 9648]",Mandy,2018-09-14,6000000.0,1214525.0,1427656.0,0.20242083333333333,0.23794266666666666,2018
Manglehorn,[18],Manglehorn,2015-06-19,4000000.0,132270.0,797439.0,0.0330675,0.19935975,2015
Maniac,[53],Maniac,1980-01-01,350000.0,10000000.0,10000000.0,28.571428571428573,28.571428571428573,1980
Maniac,[27],Maniac,1980-01-01,350000.0,10000000.0,10000000.0,28.571428571428573,28.571428571428573,1980
Mao's Last Dancer,"[18, 10749]",Mao's Last Dancer,2010-08-20,18000000.0,4806750.0,25941437.0,0.2670416666666667,1.4411909444444444,2010
Margaret,[18],Margaret,2011-09-30,14000000.0,47185.0,623292.0,0.003370357142857143,0.04452085714285714,2011
Margin Call,"[53, 18]",Margin Call,2011-10-21,3400000.0,5353586.0,20433227.0,1.5745841176470587,6.009772647058823,2011
Marmaduke,"[10751, 35]",Marmaduke,2010-06-04,50000000.0,33644788.0,89895930.0,0.67289576,1.7979186,2010
Mars Needs Moms,"[12, 16, 10751]",Mars Needs Moms,2011-03-11,150000000.0,21392758.0,39549758.0,0.14261838666666668,0.26366505333333334,2011
Marshall,[18],Marshall,2017-10-13,12000000.0,10051659.0,10116816.0,0.83763825,0.843068,2017
Marshall,[18],Marshall,2017-10-13,12000000.0,10051659.0,10116816.0,0.83763825,0.843068,2017
Martha Marcy May Marlene,"[18, 53]",Martha Marcy May Marlene,2011-10-21,1000000.0,2981038.0,5438911.0,2.981038,5.438911,2011
Mary Poppins Returns,"[14, 10751, 35]",Mary Poppins Returns,2018-12-19,130000000.0,171958438.0,341528518.0,1.3227572153846154,2.627142446153846,2018
Mary Queen of Scots,"[18, 36]",Mary Queen of Scots,2018-12-07,25000000.0,16468499.0,46734733.0,0.65873996,1.86938932,2018
Max,"[12, 18, 10751]",Max,2015-06-26,20000000.0,42656255.0,43658157.0,2.13281275,2.18290785,2015
Max Steel,"[28, 12, 878]",Max Steel,2016-10-14,10000000.0,3818664.0,4563080.0,0.3818664,0.456308,2016
Max Steel,"[28, 12, 878]",Max Steel,2016-10-14,10000000.0,3818664.0,4563080.0,0.3818664,0.456308,2016
Maze Runner: The Death Cure,"[28, 878]",Maze Runner: The Death Cure,2018-01-26,61000000.0,58032443.0,265878536.0,0.9513515245901639,4.358664524590164,2018
Maze Runner: The Scorch Trials,"[28, 878, 53]",Maze Runner: The Scorch Trials,2015-09-18,61000000.0,81697192.0,310566162.0,1.3392982295081968,5.09124855737705,2015
"McFarland, USA",[18],"McFarland, USA",2015-02-20,17000000.0,44480275.0,45707924.0,2.6164867647058823,2.688701411764706,2015
Me Before You,"[18, 10749]",Me Before You,2016-06-03,20000000.0,56245075.0,208265198.0,2.81225375,10.4132599,2016
Me and Earl and the Dying Girl,"[35, 18]",Me and Earl and the Dying Girl,2015-06-12,8000000.0,6758416.0,9266180.0,0.844802,1.1582725,2015
Mechanic: Resurrection,"[28, 80, 53]",Mechanic: Resurrection,2016-08-26,40000000.0,21218403.0,109738840.0,0.530460075,2.743471,2016
Meek's Cutoff,"[18, 37]",Meek's Cutoff,2011-04-08,2000000.0,977772.0,1869928.0,0.488886,0.934964,2011
Meet the Blacks,"[35, 27]",Meet the Blacks,2016-04-01,900000.0,9097072.0,9097072.0,10.107857777777777,10.107857777777777,2016
Meet the Mormons,"[10751, 99]",Conozcca a los mormones,2014-10-10,2000000.0,6047363.0,6049171.0,3.0236815,3.0245855,2014
Megamind,"[16, 28, 35, 10751, 878]",Megamind,2010-11-05,130000000.0,148415853.0,321887208.0,1.1416604076923076,2.476055446153846,2010
Melancholia,"[18, 878]",Melancholia,2011-11-11,9400000.0,3030848.0,21817298.0,0.32243063829787233,2.32098914893617,2011
Men in Black 3,"[28, 35, 878]",Men in Black 3,2012-05-25,215000000.0,179020854.0,654213485.0,0.8326551348837209,3.042853418604651,2012
Middle School: The Worst Years of My Life,"[10751, 35]",Middle School: The Worst Years of My Life,2016-10-07,8500000.0,20007149.0,23311293.0,2.353782235294118,2.7425050588235296,2016
Middle of Nowhere,"[35, 18]",Middle of Nowhere,2012-10-12,200000.0,236806.0,236806.0,1.18403,1.18403,2012
Middle of Nowhere,[18],Middle of Nowhere,2012-10-12,200000.0,236806.0,236806.0,1.18403,1.18403,2012
Midnight Special,"[12, 18, 878]",Midnight Special,2016-03-18,18000000.0,3712282.0,7680250.0,0.2062378888888889,0.42668055555555556,2016
Midnight in Paris,"[14, 35, 10749]",Midnight in Paris,2011-05-20,30000000.0,56816662.0,162502774.0,1.8938887333333334,5.416759133333334,2011
Mike and Dave Need Wedding Dates,[35],Mike and Dave Need Wedding Dates,2016-07-08,33000000.0,46009673.0,75898100.0,1.3942325151515151,2.2999424242424245,2016
Mile 22,[28],Mile 22,2018-08-17,35000000.0,36108758.0,66295121.0,1.0316788,1.8941463142857142,2018
Milk,[99],Milk,2008-11-26,20000000.0,31841299.0,57293371.0,1.59206495,2.86466855,2008
Milk,"[28, 12, 35]",Milk,2008-11-26,20000000.0,31841299.0,57293371.0,1.59206495,2.86466855,2008
Milk,[27],Milk,2008-11-26,20000000.0,31841299.0,57293371.0,1.59206495,2.86466855,2008
Million Dollar Arm,[18],Million Dollar Arm,2014-05-16,25000000.0,36447959.0,39217912.0,1.45791836,1.56871648,2014
Minions,"[10751, 16, 12, 35]",Minions,2015-07-10,74000000.0,336045770.0,1160336173.0,4.541159054054054,15.680218554054054,2015
Miracles from Heaven,[18],Miracles from Heaven,2016-03-16,13000000.0,61705123.0,73798736.0,4.746547923076923,5.6768258461538466,2016
Mirror Mirror,"[12, 35, 18, 10751, 14]",Mirror Mirror,2012-03-30,85000000.0,64935167.0,173613482.0,0.7639431411764706,2.0425115529411766,2012
Misconduct,"[18, 53, 9648]",Misconduct,2016-02-05,11000000.0,0.0,2352511.0,0.0,0.21386463636363637,2016
Miss Bala,"[18, 28]",Miss Bala,2019-02-01,15000000.0,14998027.0,15362298.0,0.9998684666666666,1.0241532,2019
Miss Julie,[18],Miss Julie,2015-05-05,5500000.0,0.0,863895.0,0.0,0.15707181818181817,2015
Miss Sloane,"[18, 53]",Miss Sloane,2016-11-25,18000000.0,3500605.0,7719630.0,0.19447805555555556,0.42886833333333335,2016
Miss Sloane,"[18, 53]",Miss Sloane,2016-11-25,18000000.0,3500605.0,7719630.0,0.19447805555555556,0.42886833333333335,2016
Moana,[99],Moana,2016-11-23,150000000.0,248757044.0,637517365.0,1.6583802933333334,4.250115766666666,2016
Moana,"[12, 35, 10751, 16]",Moana,2016-11-23,150000000.0,248757044.0,637517365.0,1.6583802933333334,4.250115766666666,2016
Moana,"[12, 35, 10751, 16]",Moana,2016-11-23,150000000.0,248757044.0,637517365.0,1.6583802933333334,4.250115766666666,2016
Molly,"[28, 878]",Molly,1999-10-22,21000000.0,17396.0,17396.0,0.0008283809523809524,0.0008283809523809524,1999
Mommy,[18],Mommy,2015-01-23,4900000.0,3498695.0,17536004.0,0.714019387755102,3.5787763265306123,2015
Money Monster,"[53, 18]",Money Monster,2016-05-13,27000000.0,41012075.0,93466095.0,1.5189657407407406,3.461707222222222,2016
Moneyball,[18],Moneyball,2011-09-23,50000000.0,75605492.0,111300835.0,1.51210984,2.2260167,2011
Monster,[],Monster,2003-12-24,5000000.0,34469210.0,64240813.0,6.893842,12.8481626,2003
Monster,[27],Monster,2003-12-24,5000000.0,34469210.0,64240813.0,6.893842,12.8481626,2003
Monster Trucks,"[28, 35, 878]",Monster Trucks,2017-01-13,125000000.0,33370166.0,61642798.0,0.266961328,0.493142384,2017
Monsters,"[18, 53, 878]",Monsters,2010-10-29,500000.0,237301.0,5639730.0,0.474602,11.27946,2010
Monsters,"[12, 18, 878]",Monsters,2010-10-29,500000.0,237301.0,5639730.0,0.474602,11.27946,2010
Monsters University,"[16, 10751]",Monsters University,2013-06-21,200000000.0,268488329.0,743588329.0,1.342441645,3.717941645,2013
Monte Carlo,"[12, 35, 10749]",Monte Carlo,2011-07-01,20000000.0,23186769.0,39686769.0,1.15933845,1.98433845,2011
Moonlight,[18],Moonlight,2016-10-21,1500000.0,27854931.0,65245512.0,18.569954,43.497008,2016
Moonlight,[18],Moonlight,2016-10-21,1500000.0,27854931.0,65245512.0,18.569954,43.497008,2016
Moonrise Kingdom,"[35, 18, 10749]",Moonrise Kingdom,2012-05-25,16000000.0,45512466.0,68848446.0,2.844529125,4.303027875,2012
Morgan,[18],Morgan,2016-09-02,8000000.0,3915251.0,7298786.0,0.489406375,0.91234825,2016
Morgan,"[27, 878, 53]",Morgan,2016-09-02,8000000.0,3915251.0,7298786.0,0.489406375,0.91234825,2016
Morning Glory,"[35, 18, 10749]",Morning Glory,2010-11-10,40000000.0,31011732.0,59795070.0,0.7752933,1.49487675,2010
Mortal Engines,"[12, 14]",Mortal Engines,2018-12-14,100000000.0,15951040.0,85287417.0,0.1595104,0.85287417,2018
Mortdecai,"[35, 12]",Mortdecai,2015-01-23,60000000.0,7696134.0,30396134.0,0.1282689,0.5066022333333333,2015
Movie 43,[35],Movie 43,2013-01-25,10000000.0,8840453.0,31164747.0,0.8840453,3.1164747,2013
Mr. Nobody,"[878, 18, 10749, 14]",Mr. Nobody,2013-11-01,46500000.0,3622.0,22254.0,7.789247311827957e-05,0.0004785806451612903,2013
Mr. Peabody & Sherman,"[16, 12, 10751]",Mr. Peabody & Sherman,2014-03-07,145000000.0,111506430.0,269806430.0,0.7690098620689655,1.860734,2014
Mr. Turner,"[36, 18]",Mr. Turner,2014-12-19,14000000.0,3958546.0,25187026.0,0.2827532857142857,1.7990732857142857,2014
Much Ado About Nothing,[35],Much Ado About Nothing,1993-05-07,8000000.0,22549338.0,22549338.0,2.81866725,2.81866725,1993
Much Ado About Nothing,[18],Aquí no ha pasado nada,1993-05-07,8000000.0,22549338.0,22549338.0,2.81866725,2.81866725,1993
Mud,[18],Mud,2013-04-26,10000000.0,21590086.0,31556959.0,2.1590086,3.1556959,2013
Muppets Most Wanted,"[35, 12, 80, 10751]",Muppets Most Wanted,2014-03-21,55000000.0,51178893.0,79312301.0,0.9305253272727273,1.4420418363636363,2014
Murder on the Orient Express,"[80, 18, 9648]",Murder on the Orient Express,2017-11-10,55000000.0,102826543.0,345922730.0,1.8695735090909091,6.289504181818182,2017
Murder on the Orient Express,"[80, 18, 9648]",Murder on the Orient Express,2017-11-10,55000000.0,102826543.0,345922730.0,1.8695735090909091,6.289504181818182,2017
Mustang,[18],Mustang,2015-11-20,1400000.0,845464.0,5552584.0,0.6039028571428572,3.9661314285714284,2015
My Best Friend's Wedding,"[35, 10749]",我最好朋友的婚礼,1997-06-20,46000000.0,126813153.0,298923419.0,2.7568076739130434,6.4983351956521735,1997
My Big Fat Greek Wedding 2,"[10749, 35, 10751]",My Big Fat Greek Wedding 2,2016-03-25,18000000.0,59689605.0,92096558.0,3.3160891666666665,5.116475444444444,2016
My Girlfriend's Boyfriend,[35],My Girlfriend's Boyfriend,2010-05-01,1400000.0,0.0,0.0,0.0,0.0,2010
My Last Day Without You,"[35, 18, 10749]",My Last Day Without You,2013-10-04,1000000.0,0.0,0.0,0.0,0.0,2013
My Soul to Take,"[18, 27, 9648, 53]",My Soul to Take,2010-10-08,25000000.0,14744435.0,16727470.0,0.5897774,0.6690988,2010
My Week with Marilyn,[18],My Week with Marilyn,2011-11-23,10000000.0,14597405.0,34240572.0,1.4597405,3.4240572,2011
N-Secure,"[18, 80, 53]",N-Secure,2010-10-15,1600000.0,2595644.0,2595644.0,1.6222775,1.6222775,2010
Nanny McPhee and the Big Bang,"[35, 14, 10751]",Nanny McPhee and the Big Bang,2010-08-20,35000000.0,29197642.0,97799865.0,0.8342183428571428,2.794281857142857,2010
Nebraska,"[18, 12]",Nebraska,2013-11-15,12000000.0,17654912.0,24761360.0,1.4712426666666667,2.0634466666666667,2013
Need for Speed,"[28, 80, 18, 53]",Need for Speed,2014-03-14,66000000.0,43568507.0,194169619.0,0.6601288939393939,2.9419639242424243,2014
Neighbors,[35],Neighbors,2014-05-09,18000000.0,150086800.0,270944428.0,8.338155555555556,15.052468222222222,2014
Neighbors 2: Sorority Rising,[35],Neighbors 2: Sorority Rising,2016-05-20,35000000.0,55340730.0,108757621.0,1.5811637142857142,3.1073606,2016
Nerve,"[35, 18]",Nerve,2016-07-27,20000000.0,38583626.0,70652284.0,1.9291813,3.5326142,2016
Nerve,"[35, 18]",Nerve,2016-07-27,20000000.0,38583626.0,70652284.0,1.9291813,3.5326142,2016
Nerve,"[9648, 12, 80]",Nerve,2016-07-27,20000000.0,38583626.0,70652284.0,1.9291813,3.5326142,2016
Never Back Down 2: The Beatdown,"[18, 28]",Never Back Down 2: The Beatdown,2011-09-13,3000000.0,0.0,0.0,0.0,0.0,2011
Never Let Me Go,"[18, 10749, 878]",Never Let Me Go,2010-09-15,15000000.0,2434652.0,11173718.0,0.16231013333333333,0.7449145333333334,2010
"New York, New York",[10749],纽约纽约,1977-06-22,14000000.0,13800000.0,13800000.0,0.9857142857142858,0.9857142857142858,1977
Newlyweds,"[35, 10749]",Newlyweds,2012-01-13,9000.0,4584.0,4584.0,0.5093333333333333,0.5093333333333333,2012
Niagara,"[16, 18]",Niagara,1953-01-21,1250000.0,2500000.0,2500000.0,2.0,2.0,1953
Night School,[99],Night School,2018-09-28,29000000.0,77339130.0,103008792.0,2.666866551724138,3.5520273103448274,2018
Night School,[35],Night School,2018-09-28,29000000.0,77339130.0,103008792.0,2.666866551724138,3.5520273103448274,2018
Night at the Museum: Secret of the Tomb,"[12, 35, 14, 10751]",Night at the Museum: Secret of the Tomb,2014-12-19,127000000.0,113746621.0,353756621.0,0.8956426850393701,2.7854852047244094,2014
Night of the Living Dead,[27],Night of the Living Dead,1990-10-19,4200000.0,5835247.0,5835247.0,1.389344523809524,1.389344523809524,1990
Night of the Living Dead,[27],Night of the Living Dead,1968-10-01,114000.0,12087064.0,30087064.0,106.02687719298245,263.9216140350877,1968
Nightcrawler,"[80, 18, 53]",Nightcrawler,2014-10-31,8500000.0,32381218.0,50334418.0,3.8095550588235296,5.921696235294117,2014
Nine,"[16, 12]",Nine,2009-12-18,80000000.0,19676965.0,53508858.0,0.2459620625,0.668860725,2009
Nine Dead,"[80, 18, 27, 9648]",Nine Dead,2009-12-31,2000000.0,0.0,0.0,0.0,0.0,2009
No Escape,"[28, 53]",No Escape,2015-08-26,5000000.0,27288872.0,42844516.0,5.4577744,8.5689032,2015
No Good Deed,"[80, 53]",No Good Deed,2014-09-12,13200000.0,52543632.0,54323210.0,3.980578181818182,4.115394696969697,2014
No Man's Land,[18],No Man's Land,2001-12-07,1000000.0,1067481.0,2684207.0,1.067481,2.684207,2001
No Man's Land,"[18, 80, 37, 53]",无人区,2001-12-07,1000000.0,1067481.0,2684207.0,1.067481,2.684207,2001
No Man's Land,[99],No Man's Land,2001-12-07,1000000.0,1067481.0,2684207.0,1.067481,2.684207,2001
No Strings Attached,"[35, 10749]",No Strings Attached,2011-01-21,25000000.0,70662220.0,149228078.0,2.8264888,5.96912312,2011
Noah,[18],Noah,2014-03-28,130000000.0,101200044.0,352831065.0,0.7784618769230769,2.7140851153846155,2014
Noah,"[18, 12]",Noah,2014-03-28,130000000.0,101200044.0,352831065.0,0.7784618769230769,2.7140851153846155,2014
Noah,[99],Noah,2014-03-28,130000000.0,101200044.0,352831065.0,0.7784618769230769,2.7140851153846155,2014
Nocturnal Animals,"[18, 53]",Nocturnal Animals,2016-11-18,22500000.0,10663357.0,32398681.0,0.47392697777777776,1.4399413777777779,2016
Nocturnal Animals,"[18, 53]",Nocturnal Animals,2016-11-18,22500000.0,10663357.0,32398681.0,0.47392697777777776,1.4399413777777779,2016
Non-Stop,"[10770, 18, 9648, 53]",Non-Stop,2014-02-28,50000000.0,91742160.0,222383055.0,1.8348432,4.4476611,2014
Non-Stop,"[28, 53, 9648]",Non-Stop,2014-02-28,50000000.0,91742160.0,222383055.0,1.8348432,4.4476611,2014
Norm of the North,"[12, 16, 35, 10751]",Norm of the North,2016-01-15,18000000.0,17062499.0,30535660.0,0.9479166111111111,1.6964255555555556,2016
Not Cool,[35],Not Cool,2014-09-19,800000.0,35688.0,35688.0,0.04461,0.04461,2014
Nothing,[18],Nothing,2003-12-31,4000000.0,0.0,63180.0,0.0,0.015795,2003
November,"[18, 14, 27, 10749]",November,2005-07-22,250000.0,191862.0,191862.0,0.767448,0.767448,2005
November,"[18, 14, 27, 10749]",November,2005-07-22,250000.0,191862.0,191862.0,0.767448,0.767448,2005
Now You See Me,"[53, 80]",Now You See Me,2013-05-31,75000000.0,117723989.0,342769200.0,1.5696531866666668,4.570256,2013
Now You See Me 2,"[28, 35, 53]",Now You See Me 2,2016-06-10,90000000.0,65075540.0,328325007.0,0.7230615555555555,3.648055633333333,2016
Nowhere Boy,[18],Nowhere Boy,2010-10-08,1900000.0,1445366.0,7785229.0,0.760718947368421,4.097488947368421,2010
Oblivion,"[28, 878, 12, 9648]",Oblivion,2013-04-19,120000000.0,89107235.0,287916633.0,0.7425602916666667,2.399305275,2013
Obvious Child,"[35, 10749]",Obvious Child,2014-06-06,1000000.0,3122616.0,3324070.0,3.122616,3.32407,2014
Oceans,"[99, 10751]",Oceans,2010-04-22,80000000.0,19422319.0,86787530.0,0.2427789875,1.084844125,2010
October Baby,[18],October Baby,2012-03-23,1000000.0,5355847.0,5391992.0,5.355847,5.391992,2012
Oculus,[27],Oculus,2014-04-11,5000000.0,27695246.0,44115496.0,5.5390492,8.8230992,2014
Office Christmas Party,[35],Office Christmas Party,2016-12-09,45000000.0,54767494.0,91323299.0,1.2170554222222223,2.0294066444444443,2016
Oldboy,"[18, 53, 9648, 28]",Oldboy,2005-03-25,3000000.0,707391.0,6239723.0,0.235797,2.0799076666666667,2005
Olympus Has Fallen,"[28, 53]",Olympus Has Fallen,2013-03-22,70000000.0,98927592.0,172878928.0,1.4132513142857144,2.4696989714285715,2013
On the Basis of Sex,"[18, 36]",On the Basis of Sex,2018-12-25,20000000.0,24622687.0,38073377.0,1.23113435,1.90366885,2018
On the Road,"[12, 18]",On the Road,2013-03-22,25000000.0,720828.0,9313302.0,0.02883312,0.37253208,2013
Once Upon a Time in America,"[18, 80]",Once Upon a Time in America,1984-06-01,30000000.0,5321508.0,5575648.0,0.1773836,0.18585493333333333,1984
One Day,"[18, 10749]",One Day,2011-08-19,15000000.0,13843771.0,59168692.0,0.9229180666666666,3.9445794666666667,2011
One for the Money,"[28, 35, 80]",One for the Money,2012-01-27,42000000.0,26414527.0,36197221.0,0.6289173095238095,0.8618385952380953,2012
Only God Forgives,"[18, 53, 80]",Only God Forgives,2013-07-19,4800000.0,775849.0,4494560.0,0.16163520833333334,0.9363666666666667,2013
Only the Brave,[18],Only the Brave,2017-10-20,38000000.0,18340051.0,24555177.0,0.48263292105263156,0.6461888684210526,2017
Open Road,"[28, 18, 53]",Open Road,2013-05-21,3000000.0,0.0,47469.0,0.0,0.015823,2013
Open Secret,[],Open Secret,2015-03-25,100000.0,0.0,0.0,0.0,0.0,2015
Operation Chromite,"[36, 18, 10752, 28]",인천상륙작전,2016-08-05,12700000.0,1022720.0,49196532.0,0.08052913385826771,3.8737426771653545,2016
